380731	58014
380731	145000
380731	148772
380731	298498
380731	344676
380731	380733
380732	298498
380732	380733
380733	58011
380733	58014
380733	63286
380733	148772
380733	272005
380733	298498
380733	380731
380733	380732
380734	298614
380735	2612
380735	192334
380735	192906
380735	299033
380735	394305
380735	394306
380736	105134
380736	232798
380736	303143
380737	237637
380737	303143
380738	303990
380740	307357
380741	307357
380742	310430
380742	381675
380742	381676
380743	7682
380743	312097
380745	11264
380745	17427
380745	29749
380745	87914
380745	105501
380745	159986
380745	323810
380745	380746
380745	380748
380745	380750
380746	1540
380746	6020
380746	6443
380746	19943
380746	323810
380746	380745
380746	380747
380746	380748
380746	380749
380746	380750
380747	634
380747	323810
380747	380746
380747	380748
380747	380749
380747	380750
380747	392109
380748	6017
380748	6020
380748	36279
380748	323810
380748	380745
380748	380746
380748	380747
380748	380749
380748	380750
380748	392109
380749	843
380749	2504
380749	2506
380749	50411
380749	323810
380749	380746
380749	380747
380749	380748
380749	380750
380749	392109
380750	3840
380750	323810
380750	380745
380750	380746
380750	380747
380750	380748
380750	380749
380750	380751
380750	382498
380750	392109
380751	323810
380751	380750
380751	382498
380751	382499
380752	7449
380752	133820
380752	328184
380752	399400
380753	79007
380753	150784
380753	153568
380753	153569
380753	153571
380753	209360
380753	333340
380753	333341
380753	336347
380753	344278
380754	342511
380754	399245
380755	310862
380755	345072
380755	345075
380755	345076
380756	70827
380756	93368
380756	168357
380756	345653
380756	394931
380758	8970
380758	26063
380758	154024
380758	358649
380759	281401
380759	281403
380759	281407
380759	320541
380759	320542
380759	341042
380759	359268
380759	380760
380759	387641
380759	387921
380760	281401
380760	281403
380760	281406
380760	281407
380760	320541
380760	320542
380760	341042
380760	359268
380760	380759
380760	386981
380761	281401
380761	281403
380761	281407
380761	320541
380761	320542
380761	330909
380761	359268
380761	388966
380761	388967
380761	388968
380762	24593
380762	51365
380762	56543
380762	56544
380762	56545
380762	153657
380762	153658
380762	181161
380762	226564
380762	372095
380763	24591
380763	24593
380763	51365
380763	56543
380763	56544
380763	56545
380763	82554
380763	397909
380763	397910
380763	397911
380764	39256
380764	100900
380764	119085
380764	135955
380764	160875
380764	160877
380764	202037
380764	219876
380764	220215
380765	43736
380765	76733
380765	76736
380765	100082
380765	121609
380765	222700
380765	396400
380765	396401
380766	32614
380766	73615
380766	225895
380767	7239
380767	16629
380767	20018
380767	21614
380767	35435
380767	44714
380767	50727
380767	230051
380767	400847
