349408	651
349408	1427
349408	7205
349408	7206
349408	126653
349408	153184
349408	304928
349409	162397
349409	305267
349409	334722
349410	184289
349410	267206
349410	305520
349412	277212
349412	349411
349412	349413
349412	349414
349412	349415
349412	352472
349412	361562
349412	361563
349412	361564
349412	361565
349413	277212
349413	307316
349413	349412
349413	349414
349413	349415
349413	352472
349413	352473
349413	361563
349413	361564
349413	361565
349414	277212
349414	307316
349414	349411
349414	349412
349414	349415
349414	352472
349414	361562
349414	361564
349414	363378
349414	363379
349415	277212
349415	307316
349415	349411
349415	349412
349415	349414
349415	352472
349415	361562
349415	361563
349415	361564
349415	361565
349416	41037
349416	157676
349416	164041
349416	166458
349416	177563
349416	177568
349416	227418
349416	252861
349416	268858
349416	309757
349417	2612
349417	5937
349417	313906
349417	349418
349418	4454
349418	17411
349418	17440
349418	58223
349418	102210
349418	144216
349418	202945
349418	291684
349418	313906
349418	349417
349419	103637
349419	103638
349419	113650
349419	113651
349419	208035
349419	208036
349419	208038
349419	208040
349419	208041
349419	355695
349420	259404
349420	276904
349420	315663
349420	351660
349421	88287
349421	98159
349421	107240
349421	143307
349421	143308
349421	266979
349421	317119
349421	332801
349422	1695
349422	1705
349422	1712
349422	2024
349422	93420
349422	221606
349422	221607
349422	221609
349422	254537
349422	318344
349423	67707
349423	111723
349423	143298
349423	250583
349423	318483
349423	349424
349425	52939
349425	80350
349425	318489
349427	116241
349427	320141
349428	27114
349428	43224
349428	85908
349428	106458
349428	150795
349428	197052
349428	197054
349428	265372
349428	294261
349428	320141
349429	320141
349429	349430
349430	78660
349430	78663
349430	81045
349430	157816
349430	175495
349430	175496
349430	216538
349430	320141
349430	349429
349430	372336
349431	126149
349431	320141
349432	86876
349432	142413
349432	182020
349432	192604
349432	192622
349432	192623
349432	213158
349432	324384
349432	349433
349432	373583
349433	182018
349433	182020
349433	192623
349433	324384
349433	349432
349434	298872
349434	324694
349434	324695
349434	324696
349434	324697
349435	593
349435	253546
349435	298874
349435	313097
349435	324696
349436	73698
349436	96037
349436	96038
349436	96042
349436	96043
349436	96044
349436	96963
349436	164524
349436	177324
349436	248550
349437	210462
349437	223776
349437	329914
349437	349438
349437	349439
349437	349440
349437	349441
349437	349442
